idCurso,Curso,abreviaturaCurso,habilitado
526899,526899-MU Dirección y Gestión Sanitaria + Global Program Salud,GestSanitarGlobProg-526899,si
526900,526900-MU Dirección y Gestión de Unidades de Enfermería + Global Program Salud,GesUnidEnferGlobProg-526900,si
526901,526901-MU Gestión de la Seguridad Clínica del Paciente + Global Program Salud,SeguClinicaGlobProg-526901,si
526902,526902-MA Emprendimiento y Negocios Digitales + MIU Marketing Digital 360,EmpreNegoDigMk360-526902,si
526903,526903-MA Emprendimiento y Negocios Digitales + MIU Data & Business Analytics,EmpreNegoDigDataAnal-526903,si
528360,528360-Diploma de Especialización en Logoterapia y Análisis Existencial,DipLogoterapia-528360,si
528361,528361-Maestría en Inteligencia Artificial + Concentración Avanzada en Data Analyst para Inteligencia Artificial,InteliArtifDataAI-528361,si
528362,528362-MBA + Global Program Empresa,MbaGlobProg-528362,si
528363,528363-Dirección y Gestión Financiera + Global Program Empresa,DirGestFinanGPEmpr-528363,si
528364,528364-Dirección y Gestión de Recursos Humanos + Global Program Empresa,DirGestRrhhGPEmpr-528364,si
528365,528365-Maestría en Inteligencia Artificial + Concentración Avanzada en Inteligencia Artificial y Data Engineering,InteliArtifEnginerng-528365,si
529615,529615-MA Inteligencia Artificial + MIU Data & Business Analytics,InteliArtifDataAnaly-529615,si
529617,529617-MU Metodología de la Investigación en CCSS + Global Program Salud,MetodInvesCSGlobProg-529617,si
529618,529618-MU Bioética + Global Program Salud,BioeticGlobProgSalud-529618,si
529619,529619-Curso Propedéutico en la Maestría en Desarrollo y Operaciones de Software (DevOps),DesarrolloDevOps-529619,si
529620,529620-Mención en Competencias Digitales,CompetenciasDigit-529620,si
529621,529621-Mención en Evaluación por competencias,EvaluaCompentencia-529621,si
529622,529622-Mención en Desarrollo del pensamiento creativo,DesarroPensamCreativ-529622,si
529623,529623-Mención en Instrumentos para la Evaluación en Educación,InstrumEvaluaEduca-529623,si
529624,529624-Mención en Resolución de conflictos en el aula,ResoluConflicAula-529624,si
529626,529626-Doble Máster Abogacía + Derecho Sanitario,EjerAbogacDrechSanit-529626,si
529627,529627-Máster Universitario en Ciberdelincuencia + PSU. en Litigación,CiberdelincLitigaci-529627,si
529628,529628-Máster Universitario en Derecho Ambiental + PSU. en Litigación,DerechAmbientLitigac-529628,si
529629,529629-Máster en Derecho corporativo colombiano + C.U.A en litigación,DerechEmprColLitigac-529629,si
529630,529630-MU en Derecho del urbanismo + PSU. en Litigación,DerechOrdeniaLitigac-529630,si
529631,529631-Máster Universitario en Derecho de la Energía y la Transición Energética + PSU. en Litigación,DerechEnergiaLitigac-529631,si
529632,529632-Máster Universitario en Derecho del Trabajo + PSU. en Litigación,DerchTrabajLitigac-529632,si
529633,529633-Máster Universitario en Derecho Digital + PSU. en Litigación,DrechoDigitLitigac-529633,si
529634,529634-Máster Universitario en Derecho Penal Económico + PSU. en Litigación,DerechPenalEcoLitiga-529634,si
529635,529635-Máster Universitario en Derecho Penal Internacional y Transnacional + PSU. en Litigación,DrechoPenaIntLitigac-529635,si
529636,529636-Máster Universitario en Derecho Sanitario + PSU. en Litigación,DerechSanitaLitigac-529636,si
529637,529637-Máster Universitario en Propiedad Intelectual + PSU. en Litigación,PropIntelectuLitigac-529637,si
529638,529638-Máster Universitario en Derechos Humanos + PSU. en Litigación,DerechHumanoLitigac-529638,si
52967,52967-Grado en Pedagogía,Pedagogia-52967,si
52973,"52973-Diplomado en Robótica, Programación e Impresión 3D",RoboticPrograImpre3d-52973,si
532673,532673-MA Dirección y Adm. de Empresas (Directivo) + MIU E-Commerce & DBM,MbaEmbaEcom-532673,si
532674,532674-MA Gerencia Comercial y Ventas + MIU E-Commerce & DBM,GerenciaComVentaEcom-532674,si
532675,532675-MA Marketing Digital + MIU E-Commerce & DBM,MkDigitalEcom-532675,si
532676,532676-MA Emprendimiento y Negocios Digitales + MIU E-Commerce & DBM,EmpreNegoDigEcom-532676,si
532679,532679-MA Mercadotecnia + MIU E-Commerce & DBM,MercadotecniaEcom-532679,si
532680,532680-MA Dirección y Administración de Empresas + MIU E-Commerce & DBM,MbaEcom-532680,si
532683,532683-Programa Avanzado en Diseño y Gestión de Plantas Solares Fotovoltaicas,DisenoSolaresFotovol-532683,si
532684,532684-Curso Universitario Avanzado en Scrum,Scrum-532684,si
532750,532750-Maestría en Educación + Desarrollo del pensamiento creativo,EducaPensamieCreativ-532750,si
532751,532751-Maestría en Educación + Evaluación por competencias,EducaEvaluaCompe-532751,si
532752,532752-Maestría en Educación + Instrumentos para la Evaluación en Educación,EducaInstrumEvalua-532752,si
532753,532753-Maestría en Educación + Resolución de conflictos en el aula,EducaResoluciConflic-532753,si
532754,532754-Maestría en Educación + Competencias Digitales,EducaCompetenciaDig-532754,si
53861,53861-Máster Universitario en Orientación Educativa Familiar,OrientacionEducativa-53861,si
538960,538960-Curso Universitario Avanzado en Actividad Física y Deporte,ActividadFisicaDepor-538960,si
54850,54850-Experto en Enseñanza de la Religión Católica en Infantil y Primaria (DECA),Deca-54850,si
550306,550306-Maestría en Diseño Gráfico Digital,DisenoGraficoDigit-550306,si
550307,550307-Máster Universitario en Estudios Avanzados en Cinematografía,EstAvaCinematografia-550307,si
550308,550308-Métodos y técnicas de investigación social aplicada,MetTecInvesSocialApl-550308,si
550469,550469-Master Universitario en Producción de Proyectos Artísticos,ProducProyeArtistico-550469,si
551829,551829-Maestría en Diseño y Desarrollo de Videojuegos,DisenoDesaVideojueg-551829,si
551831,551831-Máster Universitario en Administración Electrónica y Gobierno Abierto,AdminElectrGobAbiert-551831,si
551832,551832-Máster Universitario en Derecho de los Mercados Financieros,DerechoMercadFinanci-551832,si
55424,55424-MU en Ingeniería de Software y Sistemas Informáticos,IngenieriaSoftware-55424,si
55426,55426-Máster en Diseño Y Desarrollo de Videojuegos,DisenoDesarVideojueg-55426,si
554848,554848-Máster de Formación Permanente en Product Manager,FPProductManager-554848,si
564668,564668-Máster Universitario en Inteligencia Económica para la Seguridad,InteligEcoSeguridad-564668,si
564669,564669-Máster Universitario en Marketing Deportivo,MarketingDeportivo-564669,si
564670,564670-Máster Universitario en Animación 3D para las Industrias del Entretenimiento,Animac3Dentretenim-564670,si
571555,571555-Máster Universitario en Intervención Logopédica en la Deglución,IntervLogopedDegluci-571555,si
571556,571556-Máster Univeristario en Microbiota Humana,MicrobiotaHumana-571556,si
571559,571559-Máster en Analítica Digital Online,AnaliticaDigOnline-571559,si
571562,571562-Máster en Hacking Ético Online,HackingEticoOnline-571562,si
571564,571564-Máster en Cloud CRM Marketing Online,CloudCRMMktOnline-571564,si
571565,571565-Máster en Data Science Online,DataScienceOnline-571565,si
571567,571567-Máster en Experto en tráfico de pago y estrategias de paid media Online,ExpTraficoPagoEstrat-571567,si
571568,571568-Máster en SEO - SEM Profesional Madrid,SeoSemProfMadrid-571568,si
571570,571570-Máster en SEO - SEM Profesional Online,SeoSemProfOnline-571570,si
571573,571573-Curso de CRO Online,CursoCROOnline-571573,si
571583,571583-Curso de SEO Avanzado Online,CursoSeoAvanzOnline-571583,si
573954,573954-Máster de F.P. en Derecho Corporativo y M&A,FPDerechoCorpoyMYA-573954,si
576483,576483-Máster Universitario en Dirección y Gestión Financiera + PSU en las Fintech,DiGestFinanFintech-576483,si
578343,578343-Máster de F.P. en Tributación,FpTributacion-578343,si
578344,578344-Máster de Formación Permanente en Construcción Industrializada,FPConstruccIndustri-578344,si
578345,578345-Maestría en Intervención Psicológica en niños y adolescentes,InterPsicoNinoAdoles-578345,si
578346,578346-Experto Universitario en Dislexia y Discalculia,DislexiaDiscalculia-578346,si
578347,578347-Especialista Historia de la Iglesia en España y América Latina,HistIglesiaEspYLatam-578347,si
578348,578348-Máster en FP en Coordinación de Bienestar y Protección del Alumnado,FPBienestaProtecAlum-578348,si
57842,57842-MU en Dirección Logística,DirLogistica-57842,si
579548,579548-Máster Universitario en Estrategias Nutricionales en la Práctica Deportiva,EstratNutriDeportiva-579548,si
579579,579579-Grado en Enfermería,GradoEnfermeria-579579,si
579733,579733-Grado en Farmacia,GradoFarmacia-579733,si
579734,579734-Grado en Fisioterapia,GradoFisioterapia-579734,si
579735,579735-Grado en Biomedicina,GradoBiomedicina-579735,si
580235,580235-Máster Universitario en Bioinformática,Bioinformatica-580235,si
580239,580239-Maestría en Tecnología Educativa y Competencias Digitales,TecnoEducativCompDig-580239,si
58328,58328-Experto Universitario en Psicomotricidad y Neuromotricidad Infantil,PsicomotricidadNeuro-58328,si
58331,58331-Máster Universitario en Tecnología Educativa y Competencias Digitales,TecnologiaEducativa-58331,si
58345,58345-Curso Universitario en Herramientas para el Trabajo Colaborativo para Docentes,HerramTrabColDocente-58345,si
587096,587096-Especialización en Gerencia Financiera,EspGerencFinanciera-587096,si
587097,587097-Especialización en Inteligencia Artificial,EspInteligArtificial-587097,si
587105,587105-Doble Grado en Derecho y Criminología,DobleGDerechoCrimin-587105,si
587129,587129-Bachelor Musicología,BachMusicologia-587129,si
587130,587130-Bachelor en Composición Musical,BachComposicMusic-587130,si
587131,587131-Maestría en Gestión de Riesgos Financieros,GestRiesgosFinan-587131,si
587132,587132-Maestría en Neuromarketing,Neuromarketing-587132,si
587133,587133-Maestría en Emprendimiento y Negocios Digitales,EmprendimientNegDig-587133,si
587134,587134-Maestría en Inteligencia de Negocio,InteligenciaNegocio-587134,si
587135,587135-Maestría en Negocios Internacionales,NegocioInternacional-587135,si
587136,587136-Maestría en Psicopedagogía (Newman),Psicopedagogia-587136,si
587137,587137-Maestría en Tecnología Educativa,TecnologiaEducativa-587137,si
587138,587138-Maestría en Atención a las Necesidades Educativas del Desarrollo (Newman),AtenciNecesiEduDesar-587138,si
587140,587140-Maestría en Educación Inclusiva e Intercultural (Newman),EduInclusivIntercult-587140,si
587146,"587146-Maestría en Didáctica de la Ciencia, Tecnología, Ingeniería y Matemáticas Newman",DidactCienTecIngMate-587146,si
587160,587160-Máster Universitario en Animación 3D para las Industrias del Entretenimiento (Plan 2022),Animación3D-587160,si
587161,587161-Maestría en Teatro y Artes Escénicas,TeatroArtesEscenica-587161,si
587163,587163-Máster Universitario en Gestión por Procesos para la Transformación Digital / Business Process Management (BPM) for Digital Transformation,BPMforDigitalTransf-587163,si
587165,587165-Maestría en Gerencia Social,GerenciaSocial-587165,si
587169,587169-Maestría en Industria 4.0 (Newman),Industria40-587169,si
587170,587170-Maestría en Gerencia de Operaciones y Logística,GerenciOperacLogisti-587170,si
587172,587172-Maestría en Seguridad y Salud Ocupacional,SeguridadSaludOcupac-587172,si
587176,587176-Maestría en Inteligencia Artificial,InteligenciaArtific-587176,si
587183,"587183-Maestría en Diseño Industrial, Innovación y Desarrollo de Producto",DisenoIndusInnovProd-587183,si
587184,587184-Maestría en Desarrollo y Operaciones de Software (DevOps),DesaOpSoftwareDevOps-587184,si
587206,587206-Máster Universitario en Internet de las Cosas / Master in Internet of Things (IoT) (Plan 2021),MasterIoT-587206,si
587220,587220-Maestría en Gerencia de Servicios de Salud,GerenciaServiciSalud-587220,si
587239,587239-Máster Universitario en Dirección y Gestión Financiera+PSU Big Data Finanzas,DirGestFinanBigData-587239,si
587277,587277-Máster en Ciberinteligencia,CyberThreatIntel-587277,si
587281,587281-Máster en Ecommerce y Marketplaces,EcommerceMarketplace-587281,si
589768,589768-Técnico Superior en Administración y Finanzas,TecAdminyFinanzas-589768,si
589769,589769-Técnico Superior en Administracion de Sistemas Informaticos en Red,TecAdminSistInforRed-589769,si
589770,589770-Técnico Superior en Desarrollo de Aplicaciones Web,TecDesarrolloAppWeb-589770,si
589771,589771-Transporte y Logística,TecTransporteLogist-589771,si
590579,590579-Licenciatura en Medicina,LicMedicina-590579,si
590657,590657-Especialización en Administración y Gerencia de la Salud,EspAdminGerencSalud-590657,si
599448,599448-Seminario en Cultura del Vino,CulturaDelVino-599448,si
60375,60375-Máster Universitario en Asesoría Jurídica de Empresas,AsesoriaJuridicaEmpr-60375,si
60377,60377-Doble Grado en Derecho y ADE,DGenDerechoyADE-60377,si
605881,605881-Programa Executive en Sostenibilidad ESG,ExeSostenibilidadESG-605881,si
605962,605962-Máster en Project Management,ProjectManagement-605962,si
60615,60615-MBA + PSU Finanzas Corporativas,MBAEspFinanzCorpInt-60615,si
609956,609956-Curso en Ciberseguridad (UNIR Formación Profesional),FPCiberseguridad-609956,si
609957,609957-Curso en Inteligencia Artificial y Data Science (UNIR Formación Profesional),FPInteligArtifDataS-609957,si
609971,609971-Curso en Arquitectura Big Data (UNIR Formación Profesional),FPArquitecBigData-609971,si
609990,609990-Máster Universitario en Marketing Digital + PSU en SEO Specialist,MktDigitalSeoEspec-609990,si
612849,612849-Programa Profesional en Inteligencia Artificial y Data Science,InteliArtifDataScien-612849,si
612850,612850-Programa Profesional en Ciberseguridad,ProgProfCiberseguri-612850,si
61899,61899-Inglés C1,InglesC1-61899,si
641147,641147-Bàtxelor en Musicologia (Plan 2023),BachMusicologia-641147,si
656820,656820-Máster Universitario en Trastornos de la Conducta Alimentaria,TrastConductaAliment-656820,si
656821,656821-Gerontología y Atención centrada en la Persona y las Relaciones,GerontologiaAtenPers-656821,si
656822,656822-Máster Universitario en Intervención Psicológica en el Ámbito Educativo,IntervPsicoAmbEduca-656822,si
658320,658320-Grado en Relaciones Internacionales,RelacionesIntern-658320,si
662236,662236-Licenciatura en Diseño Gráfico Digital,LicDisenoGrafDig-662236,si
673466,673466-Maestría en Diseño y Desarrollo de la Interfaz de Usuario web,DisenoDesaInterfUsua-673466,si
673767,673767-Maestría en Cooperación Internacional al Desarrollo,CooperInternDesarro-673767,si
673772,673772-Licenciatura en Recursos Humanos,LicRrhh-673772,si
673779,673779-Licenciatura en Mercadotecnia,LicMercadotecnia-673779,si
673784,673784-Licenciatura en Contaduría Pública y Finanzas,LicContaduriaPubFina-673784,si
673794,673794-Licenciatura en Arquitectura,LicArquitectura-673794,si
673802,673802-Maestría en Educación Musical,EducaMusical-673802,si
673818,673818-Maestría en Intervención Social,IntervencionSocial -673818,si
673819,673819-Maestría en Educación Integral y Socioemocional,EducaIntegrSocioemoc-673819,si
67416,67416-Máster Universitario en Dirección y Gestión Sanitaria,DirGestionCentroSan-67416,si
67417,67417-Máster Universitario en Dirección y Gestión de Unidades de Enfermería,DiryGestiondeUnidEnf-67417,si
67418,67418-Máster Universitario en Psicología General Sanitaria,PsicologiaGeneralSan-67418,si
68141,68141-Diplomatura Executive en Gestión de Operaciones y Calidad,GestOperacYCalidad-68141,si
68142,68142-Diplomatura Executive en Gestión Comercial y Negocios,GestComercNegocio-68142,si
682517,682517-Maestría en Contabilidad e Impuestos,ContabilidadImpuesto-682517,si
682518,682518-Maestría en Transformación Digital en las Organizaciones,TransfDigiOrganiz-682518,si
68287,68287-Máster Universitario en Liderazgo y Dirección de Centros Educativos,LiderazDirCentroEduc-68287,si
687742,687742-Programa Profesional en Ciberseguridad,ProgProfCiberseguri-687742,si
688217,688217-Maestría en Big Data,MaestriaBigData-688217,si
688218,688218-Maestría en Ciberseguridad (Newman),Ciberseguridad-688218,si
688230,688230-Maestría en Diseño y Gestión de Proyectos Tecnológicos,DisenoGestProyectTec-688230,si
688231,688231-Maestría en Gestión Ambiental y Eficiencia Energética,GestAmbientEficEnerg-688231,si
688913,688913-Bachelor of Science in Business Administration (online),BSBAen-688913,si
688914,688914-Bachelor of Science in Computer Science (online),BSCSen-688914,si
688915,688915-Master of Science in International Business Administration (online),IMBAen-688915,si
688917,"688917-Master of Science in Educational Leadership, Management and Emerging Technologies (online)",MELen-688917,si
688919,688919-Grado en Ciencias en Administración de Empresas (online),BSBAes-688919,si
688922,688922-Grado en Ciencias Informáticas (online),BSCSes-688922,si
688924,688924-Máster en Ciencias en Administración de Empresas Internacionales (online),IMBAes-688924,si
688928,"688928-Máster en Ciencias en Liderazgo Educativo, Gestión y Tecnologías Emergentes (online)",MELes-688928,si
690026,690026-Maestría en Ingeniería de Software y Sistemas Informáticos,IngSoftwareSistInfo-690026,si
690027,690027-Maestría en Cooperación Internacional,CoopInternacional-690027,si
690028,690028-Maestría en Intervención Social (Newman),IntervencionSocial -690028,si
690029,690029-Maestría en Musicología,Musicologia-690029,si
69093,69093-Máster Universitario en Didáctica de la Lengua en Educación Infantil y Primaria,DidactLenguaInfPrima-69093,si
694602,694602-Maestría en Criminología,Criminologia-694602,si
694623,694623-Maestría en Derechos Humanos,DerechosHumanos-694623,si
694626,694626-Maestría en Métodos de Enseñanza en Educación Personalizada (Newman),MetEnsenanzaEduPerso-694626,si
694639,694639-Maestría en Neuroeducación,NeuropsicologiaEdu-694639,si
69463,"69463-Máster en DevOps, Cloud Computing y Automatización de Producción de Software",DevOpsyCloudComp-69463,si
694640,694640-Maestría en Orientación Educativa Familiar (Newman),OrientEducatFamilia-694640,si
694641,694641-Maestría en Comunicación Corporativa (Newman),ComunicacionCorpo-694641,si
694642,694642-Maestría en Dirección de Marketing,DireccionMarketing-694642,si
694643,694643-Maestría en Dirección de Operaciones,DireccionOperaciones-694643,si
694646,694646-Maestría en Gerencia Comercial,GerenciaComercial-694646,si
694647,694647-Maestría en Marketing Político,MarketingPolitico-694647,si
694648,694648-Especialización en Derecho de la Empresa,EspDerechoEmpresa-694648,si
69472,69472-Máster Universitario en Publicidad Digital,PublicidadDigital-69472,si
69473,69473-Máster Universitario en Comunicación Corporativa,ComunicIdentidCorpo-69473,si
69496,69496-Máster Universitario en Didáctica de la Lengua y la Literatura en Educación Secundaria y Bachillerato,DidactLenguaSecBach-69496,si
700520,700520-Experto Universitario en Entrenamiento de Fuerza para Readaptación de Lesiones,EntrenFuerzReadLesio-700520,si
704552,704552-Experto Universitario en Modelos de Asistencia Integral en Atención Primaria,ModAsistIntegAtPrima-704552,si
704641,704641-Programa Avanzado en People Analytics & HR Analytics,ProgAvPeopleAnalytic-704641,si
704642,704642-Programa Avanzado en Devops & Cloud,ProAvDevopsCloud-704642,si
704643,704643-Programa Avanzado en Cloud Computing. Arquitecturas y Soluciones,ProAvCloudComputing-704643,si
704645,704645-Programa Avanzado en Peritaje Informático e Informática Forense,ProAvPeritajeInform-704645,si
704646,704646-Programa Avanzado en Inteligencia Artificial y Data Science,ProAvInteligArtif-704646,si
704695,704695-Máster en Full Stack Developer,FullStackDeveloper-704695,si
704700,704700-Máster en Product Manager,ProductManager-704700,si
704713,704713-Curso de Copywriting con IA,CopywritingIA-704713,si
708415,708415-Máster en Digital Marketing 360,DigitalMarketing360-708415,si
713037,713037-Máster Universitario en Psicología del Deporte,PsicologiaDeporte-713037,si
714520,714520-Máster Universitario en Genómica Humana de Precisión,GenomicaHumPrecision-714520,si
715725,715725-Máster Universitario en Transformación Digital en el Sector Público,TransfDigSectoPublic-715725,si
715726,715726-Máster Universitario en Gestión y Planificación de la Tecnología Sanitaria,GestPlaniTecnSanita-715726,si
719613,719613-Grado en Cooperación Internacional para el Desarrollo,CoopIntParaDesarroll-719613,si
719614,719614-Grado en Sociología,Sociología-719614,si
719616,719616-Máster Universitario en Gestión del Desarrollo Sostenible,GestDesarrollSoste-719616,si
719617,719617-Máster Universitario en Jazz y Música Moderna,JazzMusicaModerna-719617,si
719618,719618-Maestría en Educación (24 meses),Educacion24m-719618,si
72229,72229-International Executive Master's in Business Administration (IEMBA),IMBAexecutive-72229,si
72236,72236-Master in Business Administration (MBA) - 100% in English,IMBAInternational-72236,si
72597,72597-Máster Universitario en Didáctica de las Matemáticas en Educación Secundaria y Bachillerato,DidactMatesSecBach-72597,si
730731,730731-Maestría en Ingeniería Sanitaria,MaestrIngSanitaria-730731,si
730741,730741-Máster Universitario en Salud Global / One Health,SaludGlobalOneHealth-730741,si
732361,732361-Didáctica de las Artes Plásticas y Visuales en Educación Infantil y Primaria,DidArtPlasEduInfPri-732361,si
739313,739313-Maestría en Dirección y Administración de Empresas- MBA,Mba24m-739313,si
7394,7394-Grado en Maestro de Educación Infantil (Plan Nuevo),EduInfantil-7394,si
7399,7399-Grado en Maestro de Educación Primaria (Plan Nuevo),EduPrimaria-7399,si
740496,740496-Máster Universitario en Transformación Digital a través de Tecnologías Disruptivas,TransfDigTecnDisrupt-740496,si
74109,74109-Máster Universitario en Derecho del Comercio Internacional,DerechoComercioInter-74109,si
74717,74717-Maestría en Dirección y Administración de Empresas – MBA Intensivo,MbaMaestriaAde-74717,si
74718,74718-Maestría en Liderazgo y Dirección de Centros Educativos,DirGestCentroEduca-74718,si
74721,74721-Maestría en Psicopedagogía,MaestriaPsicopedagog-74721,si
74722,74722-Maestría en Ciberseguridad,SeguridadInform-74722,si
74723,74723-Maestría mexicana en Dirección e Ingeniería en Sitios Web,DirIngenieriaWeb-74723,si
74791,74791-Máster Universitario en Didáctica de las Matemáticas en Educación Infantil y Primaria,DidactMatesInfPrima-74791,si
753558,753558-Máster en Ciberseguridad,Ciberseguridad-753558,si
753664,753664-Maestría en Diseño Gráfico Digital (Newman),DisenoGraficoDigi-753664,si
753665,753665-Maestría en Energías Renovables,EnergiasRenovables-753665,si
753666,753666-Maestría en Seguridad Alimentaria (Newman),SeguriAlimentaria-753666,si
754531,754531-Maestría en Auditoría,MaestriaAuditoria-754531,si
754532,754532-Maestría en Comunicación Digital,ComunicDigital-754532,si
754533,754533-Maestría en Dirección y Gestión Deportiva,DirGestDeportiva-754533,si
754534,754534-Maestría en Protocolo y Eventos,ProtocoloyEventos-754534,si
754535,754535-Maestría en Transformación Digital de la Empresa (Newman),TransfDigitalEmpresa-754535,si
754536,754536-Maestría en Creación de Guiones Audiovisuales (Newman),CreacionGuionAudiov-754536,si
754537,754537-Maestría en Fotografía Artística,FotografiaArtistica-754537,si
754538,754538-Maestría en Pedagogía Musical (Newman),PedagogiaMusica-754538,si
754539,754539-Maestría en Anticorrupción (Newman),AnalisisPrevCorrup-754539,si
754540,754540-Maestría en Seguridad Internacional (Newman),SeguridadInternacio-754540,si
7545,7545-Grado en Comunicación,Comunicacion-7545,si
755419,755419-Maestría en Enseñanza Inglés como Lengua Extranjera (Newman),EnsenanInglesLengExt-755419,si
755420,755420-Maestría en Estimulación temprana y educación Infantil,EstimulaTempraEduInf-755420,si
755421,755421-Maestría en Prevención de Conflictos en Entornos Educativos,PrevencConfliEntEduc-755421,si
755422,755422-Maestría en Docencia Universitaria (Newman),DocenciaUniv-755422,si
755423,755423-Maestría en Educación Integral y Socioemocional (Newman),EducaIntegralSocioEm-755423,si
75650,75650-Máster Universitario en Dirección y Gestión de Recursos Humanos,DirGestionRrhh-75650,si
75651,75651-Máster Universitario en Investigación de Mercados,InvestigaciondeMerca-75651,si
75731,75731-Máster Universitario en Educación Especial,EducacionEspecial-75731,si
758582,758582-Bootcamp IA,BootcampIA-758582,si
76031,76031-Programa Profesional en Dermofarmacia,DermofarmFormuCosmet-76031,si
76032,76032-Máster Universitario en Gestión de la Seguridad Clínica del Paciente y Calidad de la Atención Sanitaria,SeguridadClinicayAte-76032,si
76033,76033-Máster Universitario en Gestión Ambiental y Energética en las Organizaciones,GestionAmbientalyEfi-76033,si
76034,76034-MU en Visual Analytics & Big Data,VisualAnalyticsyBigD-76034,si
760670,760670-Maestría en Dirección y Administración de Empresas + Certificación en Marketing Digital,DirAdeMarkDigital-760670,si
760671,760671-Maestría en Dirección y Administración de Empresas + Certificación en Finanzas,DirAdeCertFinanzas-760671,si
760682,760682-Maestría en Dirección y Administración de Empresas + Certificación en Inteligencia Artificial aplicada a la empresa,DirAdeCertIAempresa-760682,si
760683,760683-Maestría en Dirección y Administración de Empresas + Certificación en Project Management aplicado a la empresa,DirAdeCertProjectMan-760683,si
760750,760750-Maestría en Dirección y Administración de Empresas + Certificación en Business Intelligence,DirAdeCertBi-760750,si
760751,760751-Maestría en Dirección y Administración de Empresas + Certificación en Recursos Humanos,DirAdeCertRrhh-760751,si
76679,76679-Programa en Big Data for Business,BigDataLeaders-76679,si
7672,7672-MU en Prevención de Riesgos Laborales (PRL),PreveRiesgosLabPRL-7672,si
7673,7673-Grado en Ciencias Políticas y Gestión Pública,PoliticYGestPublic-7673,si
7674,7674-Grado en Administración y Dirección de Empresas,ADE-7674,si
76793,76793-Máster de Formación Permanente en Monitorización de Ensayos Clínicos,EnsayosClinicos-76793,si
769371,769371-Máster en Inteligencia de Negocio,MsbiES-769371,si
769385,769385-Máster en Ciencias en Marketing Digital,CiencMarketingDig-769385,si
769457,769457-MBA + PSU Logística y Supply Chain,MbaCursoSupplyChain-769457,si
769458,769458-MBA + PSU Sostenibilidad ESG,MbaCursoSostenESG-769458,si
769466,769466-Máster de Formación Permanente en IA en procesos industriales y manufactura,IAProcesoIndus-769466,si
769517,769517-Máster de Formación Permanente en IA para la transformación e innovación de negocio,IAtransfInnovaNego-769517,si
769518,769518-Máster de Formación Permanente en IA para el sector financiero,IAfinanciero-769518,si
769520,769520-Máster de Formación Permanente en IA para la ciencia del comportamiento,IAComportamiento-769520,si
772592,772592-Experto Universitario en Inteligencia Artificial en Educación,IAenEducación-772592,si
7762,7762-Grado en Humanidades ,Humanidades-7762,si
777087,777087-Máster de Formación Permanente en Derecho Inmobiliario y Real Estate,FpDerchInmobRealEsta-777087,si
777125,777125-Máster en Control de Gestión,FpControlGEst-777125,si
777126,777126-Máster de F.P. en Dirección de Orquesta (Unipro),FpDirOrquesta-777126,si
777127,777127-Máster en Dirección de Procesos Estratégicos,FpDirProcesEstrateg-777127,si
777128,777128-Máster en Inteligencia de Negocio,FpInteligenciaNeg-777128,si
777129,777129-Master en Digital Marketing,FpMarkDigital-777129,si
777130,777130-Master en MBA,FpAdeMBA-777130,si
777131,777131-Máster en Diseño y Gestión Proyectos Tecnológicos,FpDisenoGestProyeTec-777131,si
777132,777132-Máster en Psicología Forense,FpPsicoForense-777132,si
777133,777133-Máster en Dirección Comercial y Ventas,FpDirComercialVent-777133,si
778260,778260-Máster de Formación Permanente en Gestión de Riesgos,FpGestionRiesgos-778260,si
778261,778261-MU en Innovación en Turismo,InnovaTurismo-778261,si
778270,778270-Técnico Superior en Educación Infantil,TecSupEduInfantil-778270,si
783616,783616-Grado en Inteligencia y Analítica de Negocio,InteligAnaliticaNego-783616,si
786014,786014-Máster en UX/UI online,UxUiOnline-786014,si
786015,786015-Máster en Legaltech,Legaltech-786015,si
786016,786016-Máster en Marketing de Moda,MarketingModa-786016,si
78704,78704-DESCATALOGADO Experto en Nutrición Clínica Avanzada,NutricionClinicAv-78704,si
792488,792488-Técnico Superior en Comercio Internacional,TecSupComercioInt-792488,si
792489,792489-Técnico Superior en Documentación y Administración Sanitaria,TecSupDocuAdminSanit-792489,si
792490,792490-Técnico Superior en Integración Social,TecSupIntegracionSoc-792490,si
793009,793009-Bachelor en Administración y dirección de Empresas,BachAdminDirEmp-793009,si
793010,793010-Bachelor en Ciencia de Datos (Data science),BachCienciaDatos-793010,si
793011,793011-Bachelor en Informática,BachInformatica-793011,si
793012,793012-Bachelor en Ingeniería de Organización Industrial,BachIngOrgIndustrial-793012,si
793013,793013-Bachelor en Nutrición Humana y Dietética,BachNutriHumDiet-793013,si
793014,793014-Bachelor en Psicología,BachPsicologia-793014,si
793015,793015-DPA Contabilidad y Administración,DPAContabAdmin-793015,si
793394,793394-Especialización en Gestión Pública,EspGestionPublica-793394,si
793395,793395-Curso de IA para Marketing,CursoIAMarketing-793395,si
793396,793396-Especialización en Educación Inclusiva,EspEducacionInclusiv-793396,si
793397,793397-Maestría en Administración de Operaciones (SCM),AdminDeOperSCM-793397,si
793398,793398-Maestría en Dirección Comercial y Ventas,DirComerVentas-793398,si
795877,795877-Especialización en Derechos Humanos,EspDerechoHumanos-795877,si
795878,795878-Programa Avanzado en Arquitecturas Cloud,PrgAvArquitectuCloud-795878,si
797436,797436-Máster Universitario en Proyectos Periodísticos Digitales Avanzados,ProyPeriodisticoDig-797436,si
